01. Ano,02. Nome Região (Portugal),03. Indicador,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,Total,, euros,,1379.5
2007,Portugal,Ganho médio mensal,04. Profissionais altamente qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,1504.8
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,787.5
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,B. Indústrias extrativas,, euros,,895.1
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,C. Indústrias transformadoras,, euros,,760.7
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,1654.6
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,992.7
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,F. Construção,, euros,,728.9
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,777.3
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,H. Transportes e armazenagem,, euros,,936.7
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,"I. Alojamento, restauração e similares",, euros,,625.8
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,J. Atividades de informação e de comunicação,, euros,,1162.7
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,K. Atividades financeiras e de seguros,, euros,,1444.1
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,L. Atividades imobiliárias,, euros,,748.3
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,872.7
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,N. Atividades administrativas e dos serviços de apoio,, euros,,869.1
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,746.3
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,P. Educação,, euros,,702.3
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,Q. Atividades de saúde humana e apoio  social,, euros,,704.9
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,1471.0
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,S. Outras atividades de serviços,, euros,,672.0
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,Total,, euros,,800.2
2007,Portugal,Ganho médio mensal,05. Profissionais qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,1119.7
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,597.2
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,B. Indústrias extrativas,, euros,,845.6
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,C. Indústrias transformadoras,, euros,,648.2
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,1452.4
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,759.2
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,F. Construção,, euros,,639.7
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,623.2
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,H. Transportes e armazenagem,, euros,,1070.1
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,"I. Alojamento, restauração e similares",, euros,,571.4
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,J. Atividades de informação e de comunicação,, euros,,966.0
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,K. Atividades financeiras e de seguros,, euros,,1448.4
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,L. Atividades imobiliárias,, euros,,731.2
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,751.0
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,N. Atividades administrativas e dos serviços de apoio,, euros,,676.1
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,688.7
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,P. Educação,, euros,,569.4
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,Q. Atividades de saúde humana e apoio  social,, euros,,585.6
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,732.9
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,S. Outras atividades de serviços,, euros,,582.0
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,Total,, euros,,665.8
2007,Portugal,Ganho médio mensal,06. Profissionais semi qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,869.0
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,542.4
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,B. Indústrias extrativas,, euros,,630.2
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,C. Indústrias transformadoras,, euros,,587.3
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,1197.9
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,606.8
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,F. Construção,, euros,,536.1
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,570.8
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,H. Transportes e armazenagem,, euros,,786.1
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,"I. Alojamento, restauração e similares",, euros,,511.1
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,J. Atividades de informação e de comunicação,, euros,,607.0
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,K. Atividades financeiras e de seguros,, euros,,1083.6
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,L. Atividades imobiliárias,, euros,,555.0
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,609.6
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,N. Atividades administrativas e dos serviços de apoio,, euros,,631.5
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,"O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,492.6
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,P. Educação,, euros,,526.9
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,Q. Atividades de saúde humana e apoio  social,, euros,,505.5
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,597.6
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,S. Outras atividades de serviços,, euros,,511.3
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,Total,, euros,,571.0
2007,Portugal,Ganho médio mensal,07. Profissionais não qualificados,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,707.8
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,552.0
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,B. Indústrias extrativas,, euros,,627.4
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,C. Indústrias transformadoras,, euros,,548.9
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,750.0
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,607.4
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,F. Construção,, euros,,546.1
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,544.2
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,H. Transportes e armazenagem,, euros,,659.1
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,"I. Alojamento, restauração e similares",, euros,,483.2
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,J. Atividades de informação e de comunicação,, euros,,673.1
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,K. Atividades financeiras e de seguros,, euros,,813.1
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,L. Atividades imobiliárias,, euros,,526.3
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,620.5
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,N. Atividades administrativas e dos serviços de apoio,, euros,,621.4
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,"O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,672.4
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,P. Educação,, euros,,558.4
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,Q. Atividades de saúde humana e apoio  social,, euros,,624.0
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,568.1
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,S. Outras atividades de serviços,, euros,,464.5
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,Total,, euros,,542.5
2007,Portugal,Ganho médio mensal,08. Praticantes e aprendizes,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,0.0
2007,Portugal,Ganho médio mensal,09. Ignorado,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,719.2
2007,Portugal,Ganho médio mensal,09. Ignorado,B. Indústrias extrativas,, euros,,896.0
2007,Portugal,Ganho médio mensal,09. Ignorado,C. Indústrias transformadoras,, euros,,798.9
2007,Portugal,Ganho médio mensal,09. Ignorado,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,1489.1
2007,Portugal,Ganho médio mensal,09. Ignorado,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,958.4
2007,Portugal,Ganho médio mensal,09. Ignorado,F. Construção,, euros,,704.9
2007,Portugal,Ganho médio mensal,09. Ignorado,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,693.7
2007,Portugal,Ganho médio mensal,09. Ignorado,H. Transportes e armazenagem,, euros,,984.4
2007,Portugal,Ganho médio mensal,09. Ignorado,"I. Alojamento, restauração e similares",, euros,,568.7
2007,Portugal,Ganho médio mensal,09. Ignorado,J. Atividades de informação e de comunicação,, euros,,1405.1
2007,Portugal,Ganho médio mensal,09. Ignorado,K. Atividades financeiras e de seguros,, euros,,1399.7
2007,Portugal,Ganho médio mensal,09. Ignorado,L. Atividades imobiliárias,, euros,,721.6
2007,Portugal,Ganho médio mensal,09. Ignorado,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,911.7
2007,Portugal,Ganho médio mensal,09. Ignorado,N. Atividades administrativas e dos serviços de apoio,, euros,,716.5
2007,Portugal,Ganho médio mensal,09. Ignorado,"O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,800.0
2007,Portugal,Ganho médio mensal,09. Ignorado,P. Educação,, euros,,698.5
2007,Portugal,Ganho médio mensal,09. Ignorado,Q. Atividades de saúde humana e apoio  social,, euros,,734.4
2007,Portugal,Ganho médio mensal,09. Ignorado,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,1028.3
2007,Portugal,Ganho médio mensal,09. Ignorado,S. Outras atividades de serviços,, euros,,779.7
2007,Portugal,Ganho médio mensal,09. Ignorado,T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
2007,Portugal,Ganho médio mensal,09. Ignorado,Total,, euros,,796.5
2007,Portugal,Ganho médio mensal,09. Ignorado,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,1256.5
2007,Portugal,Ganho médio mensal,Total,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,694.6
2007,Portugal,Ganho médio mensal,Total,B. Indústrias extrativas,, euros,,983.9
2007,Portugal,Ganho médio mensal,Total,C. Indústrias transformadoras,, euros,,866.2
2007,Portugal,Ganho médio mensal,Total,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,2117.3
2007,Portugal,Ganho médio mensal,Total,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,1064.8
2007,Portugal,Ganho médio mensal,Total,F. Construção,, euros,,829.8
2007,Portugal,Ganho médio mensal,Total,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,906.2
2007,Portugal,Ganho médio mensal,Total,H. Transportes e armazenagem,, euros,,1251.8
2007,Portugal,Ganho médio mensal,Total,"I. Alojamento, restauração e similares",, euros,,659.7
2007,Portugal,Ganho médio mensal,Total,J. Atividades de informação e de comunicação,, euros,,1856.9
2007,Portugal,Ganho médio mensal,Total,K. Atividades financeiras e de seguros,, euros,,2074.7
2007,Portugal,Ganho médio mensal,Total,L. Atividades imobiliárias,, euros,,995.1
2007,Portugal,Ganho médio mensal,Total,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,1249.5
2007,Portugal,Ganho médio mensal,Total,N. Atividades administrativas e dos serviços de apoio,, euros,,825.7
2007,Portugal,Ganho médio mensal,Total,"O. Administração Pública e Defesa, e Segurança Social obrigatória",, euros,,1006.2
2007,Portugal,Ganho médio mensal,Total,P. Educação,, euros,,999.3
2007,Portugal,Ganho médio mensal,Total,Q. Atividades de saúde humana e apoio  social,, euros,,806.9
2007,Portugal,Ganho médio mensal,Total,"R. Atividades artísticas, de espetáculos, desportivas e recreativas",, euros,,1341.5
2007,Portugal,Ganho médio mensal,Total,S. Outras atividades de serviços,, euros,,799.3
2007,Portugal,Ganho médio mensal,Total,T. Atividades das famílias com empregados domésticos e atividades de produção das famílias para uso próprio,, euros,x,
2007,Portugal,Ganho médio mensal,Total,Total,, euros,,963.3
2007,Portugal,Ganho médio mensal,Total,U. Atividades dos organismos internacionais e outras instituições extra-territoriais,, euros,,1282.6
2008,Portugal,Ganho médio mensal,01. Quadros superiores,"A. Agricultura, produção animal, caça, floresta e pesca",, euros,,1727.1
2008,Portugal,Ganho médio mensal,01. Quadros superiores,B. Indústrias extrativas,, euros,,2574.3
2008,Portugal,Ganho médio mensal,01. Quadros superiores,C. Indústrias transformadoras,, euros,,2606.6
2008,Portugal,Ganho médio mensal,01. Quadros superiores,"D. Eletricidade, gás, vapor, água quente e fria e ar frio",, euros,,3407.8
2008,Portugal,Ganho médio mensal,01. Quadros superiores,"E. Captação, tratamento e distribuição de água; saneamento, gestão de resíduos e despoluição",, euros,,2438.1
2008,Portugal,Ganho médio mensal,01. Quadros superiores,F. Construção,, euros,,2097.3
2008,Portugal,Ganho médio mensal,01. Quadros superiores,"G. Comércio por grosso e a retalho, reparação de veículos automóveis e motociclos",, euros,,2359.0
2008,Portugal,Ganho médio mensal,01. Quadros superiores,H. Transportes e armazenagem,, euros,,3379.8
2008,Portugal,Ganho médio mensal,01. Quadros superiores,"I. Alojamento, restauração e similares",, euros,,1657.8
2008,Portugal,Ganho médio mensal,01. Quadros superiores,J. Atividades de informação e de comunicação,, euros,,2804.5
2008,Portugal,Ganho médio mensal,01. Quadros superiores,K. Atividades financeiras e de seguros,, euros,,3956.7
2008,Portugal,Ganho médio mensal,01. Quadros superiores,L. Atividades imobiliárias,, euros,,2115.4
2008,Portugal,Ganho médio mensal,01. Quadros superiores,"M. Atividades de consultoria, científicas, técnicas e similares",, euros,,2253.0
